hEven,pTran
123000,1990.0
123000,1990.0
122959,1990.0
122959,1990.0
122959,1990.0
122958,1990.0
122956,1991.0
122956,1990.0
122956,1990.0
122956,1989.0
122956,1989.0
122956,1988.0
122956,1988.0
122956,1988.0
122955,1990.0
122955,1991.0
122955,1991.0
122955,1990.0
122955,1990.0
122955,1991.0
122954,1991.0
122954,1991.0
122950,1990.0
122950,1990.0
122950,1991.0
122949,1990.0
122949,1989.0
122949,1989.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122949,1988.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1990.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122948,1989.0
122947,1990.0
122947,1990.0
122947,1989.0
122947,1989.0
122947,1989.0
122947,1990.0
122946,1991.0
122945,1990.0
122945,1990.0
122945,1990.0
122945,1990.0
122945,1990.0
122944,1991.0
122943,1990.0
122943,1990.0
122943,1990.0
122943,1990.0
122943,1991.0
122942,1990.0
122941,1990.0
122941,1990.0
122941,1990.0
122939,1990.0
122939,1990.0
122938,1990.0
122938,1990.0
122937,1990.0
122937,1990.0
122937,1990.0
122937,1990.0
122937,1989.0
122935,1990.0
122935,1990.0
122934,1990.0
122933,1989.0
122933,1990.0
122933,1990.0
122933,1990.0
122932,1989.0
122931,1990.0
122931,1990.0
122931,1990.0
122931,1990.0
122931,1990.0
122929,1990.0
122929,1989.0
122929,1989.0
122927,1989.0
122927,1989.0
122927,1989.0
122926,1990.0
122924,1989.0
122923,1990.0
122923,1990.0
122922,1989.0
122922,1989.0
122920,1990.0
122920,1990.0
122920,1990.0
122919,1989.0
122919,1990.0
122918,1990.0
122917,1990.0
122917,1990.0
122917,1990.0
122917,1990.0
122915,1990.0
122915,1990.0
122913,1990.0
122913,1990.0
122913,1990.0
122913,1990.0
122913,1990.0
122913,1990.0
122912,1990.0
122911,1989.0
122909,1990.0
122908,1989.0
122905,1990.0
122904,1989.0
122904,1989.0
122904,1990.0
122902,1990.0
122902,1990.0
122902,1989.0
122902,1989.0
122902,1989.0
122902,1989.0
122902,1989.0
122902,1989.0
122902,1989.0
122902,1990.0
122902,1990.0
122902,1990.0
122858,1990.0
122858,1990.0
122858,1990.0
122858,1990.0
122858,1990.0
122858,1990.0
122858,1990.0
122856,1989.0
122856,1989.0
122856,1989.0
122855,1989.0
122855,1989.0
122853,1990.0
122851,1990.0
122850,1989.0
122850,1989.0
122850,1989.0
122850,1989.0
122850,1989.0
122850,1989.0
122850,1989.0
122848,1990.0
122844,1990.0
122844,1990.0
122844,1991.0
122844,1991.0
122844,1991.0
122844,1991.0
122842,1991.0
122840,1990.0
122840,1990.0
122840,1990.0
122840,1989.0
122840,1989.0
122840,1989.0
122840,1989.0
122835,1990.0
122835,1990.0
122835,1989.0
122834,1990.0
122833,1990.0
122833,1990.0
122833,1990.0
122833,1990.0
122832,1989.0
122827,1990.0
122827,1990.0
122827,1990.0
122827,1990.0
122827,1990.0
122825,1990.0
122824,1991.0
122824,1991.0
122824,1991.0
122823,1990.0
122823,1990.0
122822,1990.0
122822,1990.0
122822,1990.0
122820,1990.0
122820,1990.0
122819,1990.0
122819,1989.0
122817,1989.0
122815,1990.0
122814,1990.0
122814,1989.0
122814,1989.0
122812,1990.0
122812,1990.0
122811,1990.0
122806,1990.0
122806,1989.0
122804,1989.0
122804,1989.0
122803,1990.0
122802,1990.0
122802,1990.0
122802,1990.0
122801,1990.0
122801,1990.0
122801,1989.0
122758,1990.0
122758,1989.0
122758,1989.0
122755,1989.0
122754,1990.0
122752,1990.0
122752,1989.0
122751,1989.0
122750,1989.0
122750,1989.0
122750,1990.0
122750,1990.0
122749,1989.0
122749,1989.0
122745,1989.0
122745,1989.0
122743,1990.0
122740,1989.0
122739,1990.0
122739,1989.0
122738,1989.0
122738,1989.0
122738,1990.0
122738,1990.0
122732,1989.0
122732,1989.0
122732,1990.0
122732,1990.0
122731,1990.0
122731,1990.0
122731,1989.0
122730,1989.0
122730,1990.0
122730,1990.0
122730,1990.0
122730,1990.0
122730,1990.0
122730,1990.0
122730,1989.0
122730,1989.0
122730,1990.0
122729,1990.0
122729,1989.0
122729,1989.0
122728,1989.0
122728,1989.0
122723,1989.0
122723,1989.0
122720,1990.0
122714,1990.0
122714,1990.0
122714,1990.0
122713,1990.0
122713,1989.0
122712,1990.0
122712,1990.0
122711,1990.0
122711,1990.0
122708,1989.0
122706,1989.0
122704,1990.0
122704,1990.0
122704,1990.0
122703,1990.0
122702,1989.0
122701,1990.0
122700,1990.0
122652,1990.0
122650,1990.0
122649,1989.0
122648,1990.0
122648,1990.0
122648,1989.0
122645,1990.0
122642,1990.0
122641,1990.0
122641,1990.0
122641,1990.0
122637,1990.0
122635,1990.0
122635,1990.0
122635,1990.0
122632,1990.0
122630,1990.0
122629,1990.0
122629,1990.0
122629,1990.0
122629,1990.0
122627,1990.0
122627,1989.0
122625,1990.0
122619,1989.0
122618,1990.0
122613,1990.0
122613,1990.0
122612,1990.0
122608,1990.0
122604,1989.0
122604,1989.0
122604,1989.0
122604,1989.0
122604,1989.0
122603,1990.0
122603,1990.0
122601,1989.0
122559,1989.0
122553,1989.0
122551,1989.0
122551,1990.0
122543,1990.0
122541,1989.0
122539,1989.0
122537,1989.0
122537,1990.0
122536,1990.0
122534,1990.0
122532,1989.0
122532,1989.0
122524,1990.0
122520,1990.0
122519,1990.0
122517,1990.0
122513,1989.0
122512,1990.0
122506,1989.0
122505,1990.0
122503,1990.0
122503,1990.0
122503,1990.0
122503,1990.0
122501,1990.0
122457,1990.0
122457,1990.0
122452,1990.0
122451,1990.0
122450,1990.0
122450,1989.0
122447,1989.0
122447,1989.0
122445,1990.0
122444,1990.0
122444,1990.0
122444,1989.0
122442,1990.0
122437,1990.0
122437,1990.0
122436,1989.0
122430,1990.0
122428,1990.0
122427,1989.0
122427,1990.0
122425,1990.0
122425,1989.0
122424,1990.0
122421,1990.0
122420,1990.0
122420,1990.0
122416,1990.0
122416,1990.0
122416,1989.0
122409,1990.0
122404,1989.0
122402,1989.0
122348,1990.0
122346,1989.0
122346,1988.0
122346,1988.0
122338,1988.0
122338,1988.0
122338,1988.0
122338,1988.0
122337,1988.0
122337,1990.0
122331,1989.0
122326,1988.0
122325,1988.0
122323,1988.0
122321,1988.0
122318,1989.0
122315,1988.0
122313,1988.0
122313,1988.0
122308,1987.0
122304,1988.0
122304,1988.0
122303,1988.0
122253,1991.0
122252,1991.0
122252,1991.0
122252,1991.0
122252,1991.0
122252,1991.0
122252,1991.0
122252,1991.0
122251,1991.0
122251,1991.0
122251,1991.0
122251,1991.0
122246,1991.0
122244,1991.0
122244,1991.0
122241,1991.0
122241,1991.0
122236,1991.0
122235,1992.0
122232,1991.0
122232,1991.0
122229,1992.0
122228,1991.0
122228,1991.0
122228,1991.0
122220,1991.0
122219,1991.0
122216,1989.0
122216,1990.0
122216,1990.0
122216,1990.0
122216,1991.0
122216,1991.0
122216,1991.0
122215,1987.0
122215,1987.0
122215,1987.0
122215,1988.0
122215,1988.0
122215,1989.0
122215,1989.0
122214,1986.0
122214,1986.0
122214,1986.0
122214,1987.0
122214,1987.0
122214,1987.0
122214,1987.0
122214,1987.0
122208,1985.0
122208,1985.0
122208,1985.0
122208,1985.0
122208,1985.0
122208,1985.0
122207,1985.0
122207,1985.0
122207,1985.0
122204,1986.0
122200,1986.0
122156,1986.0
122155,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122153,1986.0
122149,1987.0
122149,1987.0
122147,1987.0
122147,1987.0
122147,1987.0
122145,1988.0
122145,1988.0
122144,1987.0
122144,1987.0
122139,1988.0
122139,1987.0
122139,1987.0
122139,1987.0
122139,1987.0
122139,1987.0
122139,1988.0
122138,1987.0
122130,1987.0
122130,1987.0
122129,1988.0
122124,1988.0
122120,1988.0
122118,1988.0
122118,1988.0
122115,1987.0
122115,1987.0
122115,1987.0
122115,1987.0
122113,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122111,1988.0
122109,1989.0
122109,1990.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122109,1988.0
122106,1989.0
122106,1988.0
122059,1988.0
122059,1988.0
122058,1988.0
122058,1988.0
122058,1988.0
122058,1988.0
122057,1989.0
122055,1989.0
122055,1989.0
122052,1990.0
122052,1990.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122052,1989.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122051,1990.0
122045,1991.0
122045,1991.0
122038,1991.0
122037,1991.0
122036,1991.0
122030,1991.0
122030,1991.0
122026,1991.0
122025,1991.0
122025,1991.0
122025,1991.0
122025,1990.0
122023,1991.0
122023,1990.0
122019,1990.0
122019,1990.0
122014,1990.0
122014,1990.0
122014,1990.0
122013,1990.0
122013,1990.0
122013,1990.0
122013,1990.0
122006,1991.0
122006,1991.0
122006,1992.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122005,1991.0
122004,1991.0
122003,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122001,1991.0
122000,1992.0
122000,1992.0
122000,1992.0
121959,1991.0
121959,1991.0
121958,1991.0
121958,1991.0
121957,1992.0
121955,1991.0
121955,1992.0
121953,1992.0
121953,1992.0
121950,1992.0
121948,1991.0
121948,1991.0
121946,1991.0
121946,1991.0
121943,1991.0
121942,1992.0
121940,1992.0
121940,1992.0
121938,1992.0
121938,1992.0
121937,1992.0
121931,1991.0
121930,1991.0
121925,1992.0
121925,1992.0
121919,1992.0
121919,1992.0
121919,1992.0
121916,1991.0
121916,1991.0
121916,1991.0
121914,1991.0
121912,1992.0
121912,1992.0
121910,1992.0
121910,1992.0
121910,1992.0
121908,1991.0
121908,1991.0
121908,1991.0
121908,1991.0
121908,1991.0
121908,1991.0
121908,1991.0
121908,1991.0
121906,1992.0
121905,1991.0
121904,1991.0
121904,1991.0
121901,1992.0
121900,1992.0
121858,1992.0
121858,1992.0
121858,1992.0
121858,1992.0
121852,1993.0
121846,1994.0
121845,1993.0
121845,1993.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121845,1992.0
121840,1994.0
121838,1992.0
121835,1992.0
121827,1995.0
121826,1995.0
121825,1995.0
121821,1995.0
121818,1995.0
121817,1995.0
121816,1995.0
121816,1995.0
121811,1995.0
121810,1995.0
121810,1995.0
121808,1995.0
121808,1995.0
121759,1992.0
121759,1992.0
121758,1992.0
121745,1995.0
121736,1995.0
121731,1995.0
121713,1995.0
121713,1996.0
121705,1992.0
121705,1991.0
121705,1991.0
121658,1991.0
121658,1991.0
121654,1992.0
121654,1991.0
121643,1992.0
121643,1991.0
121640,1991.0
121640,1991.0
121630,1996.0
121630,1991.0
121629,1996.0
121629,1996.0
121629,1996.0
121629,1996.0
121626,1992.0
121626,1992.0
121626,1992.0
121626,1992.0
121626,1992.0
121626,1992.0
121626,1991.0
121619,1992.0
121619,1992.0
121619,1992.0
121616,1992.0
121616,1992.0
121616,1992.0
121616,1992.0
121616,1992.0
121616,1992.0
121616,1992.0
121615,1992.0
121605,1993.0
121605,1993.0
121605,1993.0
121605,1992.0
121605,1992.0
121605,1992.0
121601,1995.0
121559,1996.0
121559,1996.0
121555,1996.0
121555,1996.0
121552,1996.0
121545,1996.0
121541,1997.0
121539,1997.0
121539,1997.0
121536,1998.0
121536,1998.0
121536,1998.0
121535,1997.0
121531,1998.0
121519,1997.0
121519,1997.0
121519,1997.0
121519,1997.0
121519,1997.0
121519,1997.0
121519,1997.0
121519,1997.0
121509,1995.0
121509,1994.0
121509,1993.0
121509,1993.0
121509,1993.0
121509,1996.0
121507,1996.0
121507,1996.0
121507,1996.0
121454,1995.0
121454,1995.0
121454,1995.0
121442,1994.0
121442,1994.0
121442,1994.0
121442,1993.0
121430,1994.0
121430,1994.0
121430,1994.0
121430,1994.0
121430,1994.0
121429,1993.0
121424,1993.0
121417,1993.0
121417,1993.0
121417,1993.0
121417,1993.0
121417,1993.0
121413,1992.0
121408,1992.0
121406,1993.0
121406,1993.0
121406,1993.0
121406,1993.0
121355,1992.0
121352,1992.0
121351,1992.0
121348,1992.0
121345,1992.0
121342,1993.0
121340,1992.0
121337,1992.0
121336,1992.0
121336,1992.0
121336,1992.0
121333,1991.0
121331,1992.0
121323,1992.0
121323,1992.0
121323,1992.0
121323,1992.0
121321,1992.0
121319,1992.0
121306,1992.0
121305,1992.0
121302,1993.0
121302,1993.0
121300,1992.0
121258,1992.0
121254,1992.0
121250,1992.0
121250,1992.0
121250,1992.0
121250,1992.0
121250,1992.0
121250,1991.0
121250,1991.0
121237,1992.0
121234,1992.0
121234,1991.0
121232,1992.0
121232,1992.0
121232,1992.0
121232,1992.0
121230,1992.0
121222,1991.0
121216,1991.0
121209,1991.0
121206,1991.0
121206,1991.0
121203,1992.0
121158,1991.0
121157,1991.0
121154,1992.0
121154,1992.0
121152,1992.0
121152,1991.0
121151,1992.0
121149,1992.0
121144,1991.0
121144,1992.0
121143,1992.0
121142,1992.0
121141,1992.0
121141,1992.0
121141,1992.0
121129,1992.0
121123,1992.0
121123,1992.0
121123,1992.0
121123,1992.0
121116,1992.0
121110,1992.0
121110,1992.0
121108,1992.0
121108,1992.0
121104,1991.0
121103,1991.0
121055,1991.0
121055,1991.0
121052,1992.0
121052,1992.0
121045,1992.0
121040,1992.0
121038,1991.0
121037,1992.0
121037,1992.0
121035,1991.0
121035,1991.0
121028,1994.0
121028,1992.0
121028,1992.0
121028,1992.0
121021,1992.0
121019,1992.0
121019,1992.0
121018,1991.0
121018,1992.0
121017,1992.0
121014,1992.0
121014,1992.0
121010,1991.0
121006,1991.0
121003,1991.0
121003,1991.0
120957,1990.0
120955,1990.0
120953,1990.0
120953,1990.0
120953,1990.0
120946,1990.0
120946,1990.0
120946,1990.0
120946,1990.0
120946,1990.0
120946,1990.0
120945,1991.0
120944,1990.0
120944,1990.0
120944,1990.0
120944,1990.0
120944,1990.0
120944,1990.0
120944,1990.0
120944,1990.0
120941,1990.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1991.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120940,1990.0
120939,1991.0
120939,1991.0
120939,1991.0
120933,1991.0
120932,1991.0
120930,1991.0
120930,1991.0
120929,1991.0
120929,1991.0
120929,1991.0
120929,1991.0
120928,1991.0
120928,1991.0
120928,1991.0
120928,1991.0
120928,1991.0
120927,1991.0
120927,1991.0
120927,1991.0
120927,1991.0
120926,1991.0
120926,1991.0
120926,1991.0
120926,1991.0
120925,1994.0
120925,1994.0
120925,1994.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1992.0
120924,1991.0
120923,1992.0
120923,1992.0
120918,1995.0
120916,1994.0
120916,1994.0
120916,1994.0
120916,1994.0
120916,1994.0
120916,1993.0
120916,1993.0
120916,1993.0
120916,1993.0
120916,1992.0
120914,1994.0
120912,1994.0
120912,1994.0
120911,1995.0
120911,1994.0
120906,1995.0
120903,1994.0
120903,1994.0
120903,1995.0
120903,1995.0
120859,1994.0
120859,1994.0
120858,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120857,1995.0
120851,1996.0
120849,1996.0
120846,1996.0
120846,1996.0
120845,1996.0
120815,1996.0
120813,1997.0
120813,1997.0
120810,1996.0
120807,1996.0
120807,1996.0
120801,1996.0
120801,1996.0
120801,1996.0
120801,1996.0
120751,1995.0
120751,1995.0
120751,1995.0
120751,1995.0
120751,1995.0
120751,1995.0
120748,1995.0
120746,1995.0
120746,1995.0
120746,1995.0
120746,1995.0
120746,1995.0
120746,1995.0
120744,1996.0
120741,1996.0
120741,1996.0
120740,1996.0
120730,1997.0
120723,1996.0
120723,1996.0
120718,1996.0
120718,1996.0
120718,1996.0
120715,1996.0
120714,1995.0
120711,1995.0
120711,1995.0
120711,1995.0
120711,1995.0
120706,1996.0
120705,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120702,1996.0
120658,1997.0
120658,1997.0
120658,1997.0
120658,1997.0
120656,1996.0
120653,1996.0
120644,1997.0
120644,1997.0
120644,1997.0
120644,1997.0
120636,1998.0
120636,1998.0
120636,1998.0
120634,1998.0
120630,1999.0
120627,1998.0
120624,1999.0
120610,1999.0
120610,1999.0
120606,1999.0
120601,1998.0
120600,1998.0
120557,1998.0
120557,1998.0
120557,1998.0
120557,1998.0
120557,1998.0
120557,1998.0
120551,1997.0
120551,1998.0
120551,1998.0
120551,1998.0
120547,1998.0
120541,1996.0
120540,1998.0
120538,1996.0
120533,1998.0
120532,1998.0
120532,1998.0
120528,1998.0
120528,1998.0
120528,1998.0
120527,1998.0
120513,1998.0
120512,1998.0
120507,1998.0
120504,1998.0
120501,1998.0
120500,1998.0
120500,1998.0
120500,1998.0
120455,1996.0
120448,1996.0
120439,1998.0
120437,1999.0
120437,1999.0
120437,1999.0
120435,1998.0
120430,1998.0
120430,1998.0
120427,1998.0
120427,1996.0
120427,1996.0
120427,1996.0
120427,1996.0
120427,1996.0
120419,1996.0
120419,1998.0
120419,1998.0
120419,1998.0
120408,1996.0
120401,1996.0
120400,1996.0
120359,1998.0
120357,1996.0
120350,1998.0
120347,1998.0
120343,1999.0
120343,1999.0
120343,1999.0
120343,1998.0
120341,1999.0
120331,1998.0
120328,1996.0
120328,1995.0
120312,1999.0
120311,1999.0
120309,1999.0
120303,1999.0
120302,1999.0
120302,1999.0
120257,1996.0
120257,1996.0
120257,1996.0
120257,1996.0
120257,1995.0
120257,1995.0
120257,1995.0
120252,1996.0
120243,1999.0
120241,1999.0
120239,1999.0
120231,1999.0
120231,1999.0
120231,1999.0
120231,1999.0
120226,1996.0
120225,1996.0
120225,1996.0
120225,1996.0
120225,1996.0
120225,1996.0
120225,1996.0
120221,1996.0
120215,1998.0
120215,1998.0
120211,1999.0
120204,1998.0
120204,1998.0
120204,1998.0
120200,1996.0
120150,1996.0
120150,1996.0
120150,1996.0
120150,1996.0
120150,1996.0
120150,1996.0
120150,1996.0
120149,1998.0
120149,1998.0
120140,1998.0
120140,1998.0
120139,1998.0
120134,1998.0
120134,1998.0
120134,1998.0
120133,1999.0
120133,1999.0
120133,1999.0
120133,1999.0
120128,1998.0
120126,1998.0
120122,1998.0
120119,1998.0
120115,1998.0
120112,1998.0
120107,1998.0
120054,1998.0
120047,1997.0
120047,1998.0
120047,1998.0
120035,1998.0
120031,1998.0
120030,1998.0
120012,1997.0
120007,1997.0
120006,1997.0
120005,1998.0
120005,1998.0
120005,1999.0
120005,1999.0
120005,1999.0
115957,1998.0
115957,1997.0
115954,1999.0
115950,1998.0
115950,1998.0
115949,1998.0
115946,1998.0
115945,1998.0
115915,1996.0
115915,1996.0
115901,1997.0
115901,1997.0
115901,1997.0
115901,1999.0
115901,1999.0
115901,1999.0
115900,1997.0
115900,1997.0
115851,1999.0
115849,1999.0
115836,1999.0
115836,1999.0
115836,1999.0
115823,2000.0
115823,2000.0
115818,2001.0
115812,2001.0
115812,2001.0
115812,2001.0
115812,2001.0
115811,2003.0
115806,2002.0
115800,2002.0
115749,2002.0
115747,2001.0
115745,2002.0
115741,2001.0
115741,2001.0
115735,2002.0
115731,2002.0
115730,2002.0
115730,2002.0
115723,2001.0
115715,2002.0
115713,2002.0
115712,2002.0
115710,2001.0
115710,2001.0
115706,2001.0
115705,2000.0
115705,2001.0
115704,2000.0
115703,2000.0
115654,2000.0
115654,2000.0
115654,2000.0
115654,2000.0
115654,2000.0
115649,2000.0
115649,2000.0
115649,2000.0
115649,2000.0
115649,2000.0
115649,2000.0
115649,2000.0
115646,2000.0
115645,2000.0
115642,2000.0
115642,2000.0
115642,2000.0
115638,2000.0
115635,2000.0
115635,2000.0
115632,2000.0
115631,2000.0
115622,1999.0
115622,2000.0
115622,2000.0
115622,1999.0
115622,1999.0
115622,1999.0
115620,1998.0
115620,1998.0
115620,1998.0
115620,1998.0
115620,1999.0
115620,1999.0
115620,1999.0
115620,1999.0
115612,1997.0
115606,1996.0
115558,1995.0
115556,1995.0
115556,1995.0
115556,1995.0
115556,1995.0
115556,1995.0
115556,1995.0
115556,1995.0
115554,1995.0
115551,1995.0
115551,1995.0
115549,1994.0
115548,1994.0
115547,1994.0
115532,1994.0
115527,1993.0
115518,1994.0
115518,1994.0
115518,1994.0
115518,1994.0
115509,1993.0
115509,1993.0
115509,1993.0
115503,1993.0
115501,1993.0
115501,1993.0
115501,1992.0
115501,1992.0
115446,1993.0
115444,1993.0
115444,1993.0
115444,1993.0
115444,1993.0
115441,1993.0
115440,1993.0
115438,1993.0
115433,1993.0
115433,1993.0
115433,1993.0
115433,1993.0
115431,1993.0
115429,1993.0
115428,1993.0
115425,1992.0
115421,1992.0
115420,1993.0
115417,1992.0
115415,1993.0
115414,1993.0
115414,1992.0
115413,1993.0
115411,1992.0
115410,1993.0
115410,1993.0
115410,1993.0
115407,1993.0
115406,1993.0
115406,1993.0
115406,1993.0
115406,1993.0
115406,1993.0
115406,1993.0
115404,1992.0
115403,1993.0
115402,1993.0
115359,1993.0
115358,1993.0
115355,1992.0
115345,1992.0
115345,1992.0
115345,1992.0
115345,1992.0
115343,1991.0
115342,1991.0
115339,1991.0
115333,1992.0
115332,1991.0
115331,1991.0
115313,1992.0
115313,1991.0
115313,1991.0
115312,1992.0
115302,1992.0
115300,1991.0
115300,1992.0
115300,1991.0
115257,1991.0
115257,1992.0
115257,1992.0
115250,1991.0
115249,1991.0
115248,1992.0
115245,1992.0
115243,1991.0
115242,1992.0
115238,1992.0
115237,1992.0
115236,1992.0
115233,1992.0
115219,1991.0
115218,1992.0
115217,1991.0
115217,1992.0
115217,1992.0
115217,1992.0
115217,1992.0
115215,1992.0
115208,1992.0
115207,1992.0
115206,1992.0
115205,1992.0
115204,1991.0
115200,1992.0
115158,1991.0
115156,1991.0
115156,1992.0
115149,1991.0
115145,1992.0
115144,1992.0
115135,1991.0
115133,1992.0
115127,1992.0
115127,1992.0
115127,1992.0
115117,1992.0
115117,1992.0
115117,1991.0
115116,1992.0
115114,1992.0
115113,1992.0
115113,1992.0
115113,1992.0
115113,1991.0
115106,1991.0
115103,1991.0
115057,1992.0
115054,1991.0
115053,1992.0
115047,1992.0
115047,1992.0
115044,1992.0
115036,1992.0
115030,1992.0
115030,1992.0
115025,1992.0
115018,1991.0
115018,1991.0
115011,1990.0
115011,1990.0
115002,1991.0
114953,1991.0
114951,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1991.0
114950,1991.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114950,1990.0
114945,1991.0
114945,1991.0
114945,1991.0
114943,1990.0
114940,1991.0
114938,1991.0
114925,1990.0
114921,1990.0
114918,1990.0
114917,1990.0
114914,1991.0
114903,1991.0
114903,1991.0
114858,1992.0
114858,1992.0
114858,1992.0
114855,1992.0
114855,1992.0
114855,1991.0
114855,1991.0
114855,1991.0
114843,1992.0
114843,1992.0
114842,1992.0
114839,1991.0
114837,1991.0
114837,1991.0
114837,1991.0
114837,1991.0
114824,1991.0
114814,1991.0
114814,1991.0
114814,1991.0
114814,1991.0
114758,1992.0
114749,1991.0
114747,1992.0
114738,1991.0
114738,1991.0
114732,1991.0
114728,1991.0
114728,1991.0
114728,1991.0
114718,1991.0
114714,1991.0
114714,1991.0
114710,1991.0
114705,1991.0
114703,1991.0
114658,1991.0
114658,1991.0
114658,1991.0
